,target
813,1
814,1
815,1
816,0
817,1
818,0
819,1
820,0
821,1
822,0
823,0
824,0
825,1
826,1
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,1
836,1
837,0
838,0
839,1
840,0
841,0
842,0
843,1
844,1
845,1
846,1
847,1
848,0
849,0
850,1
851,1
852,1
853,1
854,1
855,0
856,1
857,0
858,1
859,0
860,1
861,0
862,0
863,1
864,0
865,0
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,0
874,0
875,1
876,0
877,0
878,0
879,0
880,0
881,1
882,1
883,1
884,0
885,0
886,1
887,1
888,1
889,0
890,0
891,0
892,0
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,0
903,0
904,0
905,1
906,0
907,0
908,1
909,0
910,0
911,0
912,1
913,1
914,1
915,1
916,0
917,0
918,0
919,0
920,0
921,0
922,1
923,1
924,0
925,1
926,0
927,1
928,0
929,0
930,0
931,0
932,1
933,0
934,1
935,0
936,1
937,1
938,1
939,0
940,1
941,0
942,1
943,1
944,0
945,0
946,1
947,1
948,1
949,0
950,1
951,1
952,1
953,1
954,0
955,0
956,1
957,1
958,1
959,0
960,1
961,0
962,1
963,1
964,1
965,0
966,0
967,0
968,1
969,0
970,1
971,0
972,1
973,0
974,0
975,1
976,1
977,0
978,0
979,1
980,1
981,1
982,0
983,1
984,1
985,0
986,0
987,1
988,1
989,0
990,1
991,0
992,1
993,1
994,0
995,1
996,0
997,1
998,1
999,0
