,target
813,1
814,1
815,0
816,1
817,0
818,0
819,1
820,1
821,0
822,0
823,0
824,1
825,0
826,0
827,1
828,0
829,1
830,0
831,1
832,1
833,0
834,1
835,0
836,1
837,1
838,0
839,1
840,0
841,1
842,0
843,0
844,1
845,1
846,1
847,0
848,0
849,1
850,1
851,1
852,1
853,0
854,1
855,1
856,1
857,0
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,0
866,0
867,1
868,0
869,0
870,1
871,1
872,1
873,1
874,0
875,0
876,1
877,0
878,0
879,1
880,0
881,1
882,0
883,1
884,0
885,1
886,1
887,1
888,1
889,1
890,0
891,1
892,0
893,0
894,0
895,0
896,1
897,1
898,0
899,0
900,1
901,0
902,0
903,1
904,0
905,1
906,0
907,0
908,0
909,0
910,1
911,1
912,0
913,1
914,0
915,0
916,1
917,1
918,1
919,1
920,1
921,0
922,1
923,1
924,0
925,0
926,0
927,1
928,1
929,0
930,0
931,0
932,0
933,1
934,1
935,0
936,1
937,0
938,0
939,0
940,0
941,1
942,1
943,0
944,0
945,0
946,0
947,1
948,1
949,0
950,0
951,0
952,0
953,1
954,1
955,0
956,1
957,0
958,0
959,1
960,1
961,0
962,1
963,1
964,1
965,0
966,1
967,0
968,1
969,0
970,1
971,1
972,1
973,1
974,0
975,0
976,0
977,1
978,0
979,0
980,1
981,1
982,1
983,1
984,0
985,0
986,1
987,0
988,0
989,1
990,1
991,0
992,1
993,1
994,1
995,0
996,1
997,0
998,1
999,0
